age,monthly_income,monthly_expenses,num_dependents,existing_savings,debt_payments,investment_amount,employment_type,has_insurance,financial_health_score,recommended_monthly_saving
44,232569,166808,4,4371918,147784,16786,self_employed,0,100,0
44,633125,431694,4,1177719,440706,100514,employed,0,100,0
57,520120,352112,0,1911438,412844,90640,self_employed,0,100,0
49,1663090,714446,3,1563932,82618,251032,employed,0,100,173205
62,482840,179598,4,4840659,147385,67364,employed,0,100,31171
61,1267359,649289,3,2468383,187389,277910,unemployed,1,100,86136
39,893346,714213,3,3030005,237293,18989,self_employed,0,100,0
59,137618,117609,0,916512,175135,181846,unemployed,0,100,0
49,1190829,974483,3,1818879,5442,122685,employed,1,100,42180
63,746763,300627,2,60514,88832,164246,employed,0,100,71460
52,1045991,938548,0,4446034,194663,45658,employed,0,100,0
18,1899717,1048502,0,2170112,51207,96468,student,1,100,160001
51,1241680,1048572,1,1674154,300829,297108,employed,0,100,0
18,1779713,1258241,2,4287285,403682,76089,self_employed,0,100,23557
59,1391278,1134872,4,579629,270554,270303,employed,1,100,0
52,1161677,371377,3,2914584,269750,197553,self_employed,1,100,104109
46,733495,427303,3,306824,428087,120156,self_employed,1,100,0
35,588678,408625,0,2196381,87500,145777,self_employed,1,100,18510
23,1015815,548946,3,2691500,192261,203272,employed,0,100,54921
23,187319,152310,2,3947190,18079,226338,employed,0,100,3385
44,1228773,946587,4,4996580,405314,188901,self_employed,0,100,0
56,775334,429056,5,2366265,77379,239470,self_employed,1,100,53779
36,873573,511313,5,4340763,186395,231484,employed,0,100,35172
55,715962,443480,3,4517613,205164,275011,self_employed,1,100,13463
20,1057044,691653,0,2670689,389995,197077,employed,0,100,0
55,1149545,567749,5,473985,26326,65302,employed,1,100,111093
37,1029900,462321,2,2355220,496140,180691,employed,0,100,14287
19,1291296,482011,4,3835561,140886,233458,student,1,100,133679
24,1358129,531316,5,4198009,212802,268171,employed,1,100,122802
22,857860,518105,2,3512293,396158,100666,self_employed,1,100,0
42,237870,174095,2,2390338,91941,65190,employed,1,100,0
59,1081585,792622,5,2038731,294388,204925,employed,0,100,0
30,539037,321654,2,1601842,37655,12919,self_employed,0,100,35945
29,451023,316714,5,1595561,493323,91348,self_employed,0,100,0
22,1291995,1192963,3,1288480,179464,220865,unemployed,0,100,0
29,1537871,1443268,2,2266592,417024,145503,self_employed,0,100,0
35,516254,438366,3,906568,488339,5294,self_employed,0,100,0
20,965272,863285,2,3538754,194999,110043,employed,0,100,0
21,946521,367604,4,727645,495696,41184,student,0,100,16644
60,1557140,749299,0,1715220,179268,43929,self_employed,1,100,125714
36,588241,541234,3,3370093,386899,16014,employed,1,100,0
38,1903145,732094,5,1543385,63449,29657,self_employed,1,100,221520
42,1985173,1724114,5,2878014,239594,173256,unemployed,0,100,4292
20,1586236,928720,0,2497858,346097,182076,employed,1,100,62283
24,216021,201706,5,509336,66679,237971,employed,1,100,0
26,1513620,1159057,4,2757310,363750,54576,unemployed,1,100,0
21,947453,491799,0,1535782,338356,43290,unemployed,0,100,23459
40,853163,321424,2,4990267,177563,130281,self_employed,1,100,70835
28,1328034,604617,4,4912044,355078,139570,employed,0,100,73667
36,793191,601035,3,2638714,70023,167845,self_employed,1,100,24426
18,520180,264614,4,1784238,220054,239187,employed,1,100,7102
21,1744425,1599491,3,2669183,175878,73080,self_employed,1,100,0
26,74782,48430,5,1676270,222058,2706,unemployed,1,100,0
59,1672011,1071827,5,3210782,106135,224522,employed,1,100,98809
24,1125855,928433,2,1146266,210863,132477,employed,1,100,0
43,947971,775640,1,3471205,286934,156493,employed,0,100,0
38,1885614,1407745,2,3661726,321361,44248,self_employed,0,100,31301
27,965947,887567,2,1840239,446039,219211,employed,0,100,0
27,1365955,924550,5,898905,469836,280829,employed,0,100,0
18,1189053,1052689,0,3703953,456893,6016,employed,1,100,0
53,1988353,1204500,1,2162760,197895,253186,employed,1,100,117191
20,1098860,873899,4,1379286,144556,251029,employed,0,100,16080
52,1566598,708347,1,1818031,487638,254378,unemployed,0,100,74122
62,461093,393224,2,1082393,439080,188037,self_employed,1,100,0
29,856198,453193,0,208156,421607,188949,self_employed,0,100,0
44,1234166,952629,5,783673,437358,65307,employed,0,100,0
34,350728,178714,1,2911555,185874,200525,employed,1,100,0
36,1103714,1014976,4,835530,318994,39149,employed,0,100,0
27,1271253,538957,1,3914988,13705,103135,unemployed,0,100,143718
60,889345,571490,3,4397229,470818,244089,employed,1,100,0
43,1558898,867471,3,2392716,1033,262532,employed,0,100,138078
25,201157,130273,4,1492691,485867,218530,employed,0,100,0
56,83279,37472,1,1557790,66887,277130,employed,0,100,0
19,1232462,773235,0,1214377,42155,151630,employed,0,100,83414
29,139002,53613,4,2823029,494219,9468,self_employed,0,100,0
56,1023040,460581,2,3314522,347833,290678,student,1,100,42925
57,449415,331110,2,4540890,244887,274036,self_employed,1,100,0
48,1695556,1025374,4,751805,218374,29157,employed,0,100,90361
46,1542494,960956,2,2578458,181205,222562,self_employed,1,100,80066
25,1891956,1713329,5,1450624,249069,296783,employed,1,100,0
32,1597445,702519,3,461387,498625,86621,unemployed,0,100,79260
43,395808,260695,0,1487368,423395,221282,self_employed,0,100,0
53,298444,192642,0,2176707,259859,106665,unemployed,0,100,0
58,893783,526764,0,1172482,492015,7409,self_employed,0,100,0
21,498012,418086,1,1933481,286478,241600,employed,0,100,0
50,316191,211361,4,604063,251922,150301,employed,0,100,0
29,436372,363617,2,3316646,153866,57245,employed,1,100,0
28,536335,460720,1,2795243,263681,266755,self_employed,0,100,0
47,232962,80675,2,2378088,38824,245898,employed,1,100,22692
62,52711,47945,4,2432236,201413,247993,employed,0,100,0
43,1039657,827601,2,4871617,359215,67724,self_employed,0,100,0
47,87458,53770,1,50183,19752,131849,employed,0,100,2787
53,1963922,1635881,1,2697956,131058,105175,employed,0,100,39396
50,1133911,509608,1,56668,139262,94675,self_employed,0,100,97008
62,694121,577937,0,1631816,74615,176744,employed,0,100,8313
48,869757,575426,3,890768,89748,47785,student,1,100,40916
19,522551,307651,1,714881,60777,116842,student,0,100,30824
32,440878,295868,3,4056124,6286,222379,student,0,100,27744
19,1556654,1191996,5,4483536,351156,144206,student,1,100,2700
29,1963938,943240,1,929025,104753,173719,student,0,100,183188
35,451582,164089,2,574969,484114,154048,employed,1,100,0
25,1270755,1130240,4,4103513,74469,33532,employed,0,100,13209
20,1914748,1757432,5,841616,302825,138306,self_employed,1,100,0
52,853797,602819,1,1862816,155920,275942,self_employed,0,100,19011
50,1730796,1093729,0,157637,254907,11551,employed,0,100,76431
48,976380,327132,5,479925,63071,290750,employed,0,100,117235
21,1564506,892124,1,1746857,47505,166531,student,0,100,124975
40,1575248,821003,2,1175335,101744,58773,student,0,100,130500
54,1259992,691990,2,755531,196795,200909,self_employed,1,100,74241
62,675361,518393,2,2490912,93081,169383,employed,0,100,12777
62,1341520,717461,2,2407846,341220,181348,employed,1,100,56567
52,555284,452127,1,2180074,19785,217816,employed,0,100,16674
57,1968006,1857797,3,3770736,219297,133462,self_employed,1,100,0
55,1091902,715308,5,2066271,328529,13007,employed,0,100,9612
18,239387,115010,2,711519,200252,236602,unemployed,0,100,0
20,1235755,1140116,2,3541421,72249,251365,employed,0,100,4677
27,787815,611081,1,4789087,391230,138016,employed,1,100,0
47,1760308,785328,4,3465349,367348,227692,self_employed,0,100,121526
45,208839,197633,5,1861981,387129,84460,employed,1,100,0
33,1542253,472950,0,3152523,81590,132592,unemployed,1,100,197542
21,1780770,1200942,0,3679861,466067,37932,student,1,100,22752
62,976886,727693,0,4422959,250684,153464,student,1,100,0
21,443255,185535,4,3704821,470003,250366,self_employed,1,100,0
40,1121418,373835,1,1362726,488617,127050,self_employed,0,100,51793
57,355391,108324,4,531514,145968,248878,unemployed,0,100,20219
40,1123460,1013292,2,4692728,433936,296619,employed,0,100,0
32,1332132,904269,1,3520264,177233,266179,employed,1,100,50125
30,64614,26570,1,1709004,263443,37719,employed,0,100,0
18,611905,428445,0,370151,244802,117792,employed,1,100,0
54,511570,154307,2,1471346,302967,228320,self_employed,0,100,10859
41,535576,290760,5,4735436,322784,265184,employed,0,100,0
61,224221,179188,5,634212,70619,45768,employed,0,100,0
18,720238,262740,3,746374,53013,135901,unemployed,1,100,80896
62,498246,345000,1,3527520,131061,147509,employed,1,100,4436
62,394581,199348,1,1799754,262055,3362,employed,1,100,0
30,242384,88243,1,1912649,190011,186036,employed,0,100,0
55,1011994,846043,3,4936628,229840,183210,self_employed,0,100,0
34,318982,209373,5,4520724,177110,251205,self_employed,1,100,0
47,1936443,1576834,0,4677928,336674,279000,employed,0,100,4586
37,1293604,1202421,2,4040218,200930,18587,employed,1,100,0
59,330181,138450,3,2013736,470303,224028,self_employed,1,100,0
22,1868897,727018,1,4452119,70360,63865,employed,0,100,214303
58,956583,896850,0,2600507,57681,178617,unemployed,0,100,410
22,987081,445811,2,2623053,253488,113815,employed,1,100,57556
63,1379902,796890,4,1410481,347251,212627,self_employed,0,100,47152
54,1253745,1057673,5,1149833,158008,280921,unemployed,0,100,7612
33,1953815,878698,0,845663,266300,149612,student,1,100,161763
38,224736,171352,2,3557234,406446,226106,self_employed,1,100,0
51,1353838,1098588,1,3520010,465873,98010,unemployed,0,100,0
63,411053,255945,2,1568093,144746,188489,employed,1,100,2072
23,1802043,1111552,1,901233,306441,139703,employed,0,100,76809
59,1414347,634557,0,3274041,286750,195568,self_employed,1,100,98607
23,1681965,1188910,4,1339261,456040,208563,employed,0,100,7402
27,333905,143770,0,1481422,403730,295464,self_employed,0,100,0
48,567788,267279,1,3185443,400199,293217,employed,1,100,0
23,1512927,1040332,3,6336,206767,205717,self_employed,0,100,53165
20,1828500,878367,0,1798741,393543,160881,self_employed,0,100,111317
61,489493,294422,5,546505,165179,123880,employed,0,100,5978
42,918340,842790,4,3256221,196997,273127,unemployed,0,100,0
37,1897377,1302683,3,1734635,334711,287447,employed,1,100,51996
52,867228,683437,3,4687575,488142,49511,student,0,100,0
18,69362,52502,1,4718470,162360,74562,employed,1,100,0
48,1172745,1078098,2,4506873,327155,132841,employed,0,100,0
31,1180371,436083,4,4717323,70336,274596,employed,1,100,134790
20,399447,167531,1,978852,239396,100737,employed,0,100,0
33,1081456,806495,5,2615245,401841,239032,employed,0,100,0
31,1856773,1578478,4,3735376,184856,59852,employed,1,100,18687
20,491674,386079,2,1737736,462085,32334,unemployed,0,100,0
23,798568,316213,1,2865148,160214,2100,employed,1,100,64428
26,1242338,921658,0,1292974,245814,35916,employed,1,100,14973
50,1181449,836839,0,23255,218989,60838,employed,1,100,25124
58,1351819,877341,3,4353780,378837,132926,employed,1,100,19128
29,1889810,1259853,2,4218185,31420,171231,employed,0,100,119707
19,710329,493425,5,1903577,151788,111105,employed,1,100,13023
60,1160435,484663,5,4498371,183141,48270,employed,1,100,98526
63,1773584,915352,1,3252430,45280,257679,student,1,100,162590
20,1160118,809818,2,4913230,93719,65072,self_employed,0,100,51316
30,658826,231664,2,2065520,194077,214873,employed,0,100,46616
48,1540409,1173166,0,4310441,24114,266195,employed,1,100,68625
26,132402,103879,1,4431627,27374,261717,student,1,100,229
57,62020,24403,3,306612,393898,45631,self_employed,0,100,0
58,1668442,808610,1,678675,254361,223700,employed,0,100,121094
25,1991805,896728,0,2687856,71922,157599,unemployed,1,100,204630
39,1961899,856268,3,414935,320747,83580,unemployed,1,100,156976
43,317334,170832,5,4090575,111744,21551,self_employed,0,100,6951
33,293789,232235,3,3108655,405967,60694,employed,1,100,0
49,523428,295406,4,2646041,441006,75920,employed,1,100,0
52,229461,148607,1,3265345,453138,240158,self_employed,0,100,0
53,1837363,697699,5,4389003,12195,273372,employed,0,100,225493
18,1916720,1340542,4,2444341,57023,72652,employed,0,100,103830
24,1579478,1499604,0,71557,229437,134910,employed,0,100,0
57,574284,444445,5,599007,160987,62273,employed,0,100,0
59,482060,296561,1,994118,460292,139336,employed,1,100,0
28,1051585,637642,1,3243054,331055,251871,self_employed,0,100,16577
28,502826,452358,1,4237855,272794,3089,employed,1,100,0
30,1022822,578000,4,3853428,346705,161658,employed,0,100,19623
58,205520,158688,2,4858609,106827,68972,employed,0,100,0
21,1961464,1366121,2,1064319,356165,282725,self_employed,1,100,47835
42,1422505,1006260,2,4277109,117178,6428,employed,1,100,59813
20,231283,81972,4,158670,31872,63584,employed,0,100,23487
27,1921032,1407654,4,3502866,212457,267986,employed,1,100,60184
22,482674,346229,3,1371768,457386,33022,self_employed,0,100,0
29,607105,474812,2,1558118,404224,214607,self_employed,1,100,0
51,1398462,1035355,4,2635940,260847,83122,unemployed,1,100,20451
29,384644,335368,3,2204115,230051,67103,student,1,100,0
55,1603858,1520984,0,1022767,286875,27412,student,1,100,0
32,1969221,835229,0,1136948,457224,81821,unemployed,1,100,135353
38,260867,228913,4,3497413,208882,184582,unemployed,0,100,0
21,107513,52667,3,3324744,324659,295563,employed,1,100,0
28,1802212,847569,3,2736131,131861,26298,self_employed,0,100,164556
27,1674221,746596,4,355445,428714,166235,employed,0,100,99782
24,1199692,785832,1,586826,210283,48454,employed,1,100,40715
26,1245582,800297,0,3563360,8068,196246,employed,1,100,87443
35,1720181,1467038,0,3768199,494925,64531,employed,0,100,0
64,1013625,593348,1,3210965,48591,264697,employed,0,100,74337
44,981705,794477,0,2858356,207230,294532,employed,1,100,0
60,220589,205873,0,3186242,370955,118917,self_employed,1,100,0
45,1222505,521158,0,3250914,367014,104066,student,1,100,66866
49,1529429,542007,0,4184434,211155,6324,employed,0,100,155253
27,1448230,763753,2,194994,346420,277634,self_employed,0,100,67611
51,1411798,1302868,4,1051269,447446,277553,employed,0,100,0
22,54990,44478,1,2667685,195629,18541,self_employed,0,100,0
37,955308,568657,0,3205611,231697,220090,self_employed,1,100,30990
47,388411,140022,5,171384,188678,10260,employed,0,100,11942
50,1705187,839972,2,526988,157541,196329,employed,1,100,141534
36,902426,790937,4,3689692,272041,52656,unemployed,1,100,0
19,1442773,577246,1,2448806,171571,277967,employed,1,100,138791
35,194083,140766,0,1564692,292417,94501,employed,0,100,0
31,1398273,976703,0,2601788,227344,206457,employed,1,100,38845
22,1060202,532086,5,1681363,378316,139204,employed,0,100,29959
35,188461,128870,0,4808103,182392,241210,unemployed,0,100,0
62,929535,724307,5,1694979,129739,50567,employed,1,100,15097
32,1744711,590336,3,3969085,248301,34134,unemployed,1,100,181214
40,1482992,1213292,2,1764407,116270,77487,self_employed,0,100,30685
21,1838110,1101358,4,4885617,292423,90729,employed,1,100,88865
51,1325359,588946,1,2326390,345752,211650,employed,0,100,78132
41,956210,622036,5,772772,74169,101409,employed,0,100,52000
29,709381,240006,1,992318,87883,219014,employed,0,100,76298
46,1564599,1325334,2,1899873,185376,161609,student,0,100,10777
23,475600,449401,5,29319,58541,110924,student,1,100,0
41,110569,81871,2,449997,338257,189179,employed,0,100,0
64,350147,177446,0,2560681,456355,264636,employed,1,100,0
39,1179187,1038032,1,4282939,122407,51312,self_employed,0,100,3749
34,205098,103110,0,4609285,176095,62055,employed,1,100,0
49,1450437,775936,2,389197,97895,269617,employed,0,100,115321
42,330144,296949,5,4060152,130435,66643,employed,0,100,0
43,868491,610855,2,3312503,210687,282415,employed,1,100,9389
44,1024606,560586,2,2072085,72231,129213,employed,0,100,78357
24,825918,485096,4,3540377,497754,38299,self_employed,0,100,0
52,153061,113584,4,1932554,128860,168649,unemployed,0,100,0
51,109161,79068,0,184845,116225,137236,employed,1,100,0
44,162264,87030,2,2510471,132848,72526,employed,1,100,0
25,422768,159651,0,2143114,371979,283703,employed,1,100,0
52,372107,213461,0,1866123,165811,202870,self_employed,0,100,0
35,1374730,1011083,5,1767874,377516,214484,employed,0,100,0
40,1618266,765123,5,2063157,420989,275856,self_employed,1,100,86430
47,882402,771917,4,1432852,18024,268057,employed,0,100,18492
33,1958219,1019401,3,3106742,282258,67902,self_employed,1,100,131311
48,1106404,479128,4,2123587,17006,181886,student,0,100,122053
55,1287761,738089,0,467361,368914,269564,unemployed,0,100,36151
51,869210,395039,4,1054157,81625,242510,employed,0,100,78509
18,1716738,1022429,2,1634223,129364,86511,employed,0,100,112988
26,217665,77851,2,3265241,249901,15394,employed,0,100,0
53,1617422,945129,1,210779,494933,79896,employed,1,100,35471
61,1801427,1405237,3,3872951,150308,176302,employed,0,100,49176
21,148183,71646,4,89713,485478,219658,employed,0,100,0
62,81790,76861,3,1500562,257419,282145,employed,0,100,0
37,1934424,812570,1,1812373,85971,160144,self_employed,1,100,207176
62,1247799,652795,2,2911618,229107,245259,student,0,100,73179
34,781305,484242,0,1736991,326947,280783,unemployed,0,100,0
61,651257,552412,4,2954316,161272,227596,employed,1,100,0
27,706512,411610,5,4475554,436544,285393,unemployed,0,100,0
63,1129256,878747,2,511666,305081,39636,unemployed,0,100,0
60,793556,245811,1,161066,154118,292462,student,0,100,78725
57,1643455,520367,0,940621,420542,125929,employed,1,100,140509
30,713245,231566,2,258978,135906,75246,employed,1,100,69154
55,1013681,319360,2,2578387,44649,9430,employed,1,100,129934
