age,monthly_income,loan_amount,duration_months,existing_debt,num_dependents,employment_type,education,credit_history,collateral,approved
51,1168597,964217,6,206337,1,employed,tertiary,0,0,0
20,419349,3914708,48,638272,0,self_employed,none,1,0,0
24,1559946,4876176,36,354593,2,self_employed,primary,1,1,1
64,735503,128113,36,251176,4,employed,secondary,1,0,1
23,472641,1971792,6,153256,5,employed,secondary,1,0,1
35,1973217,4412113,36,940783,5,employed,tertiary,1,0,0
43,387283,1589219,6,157642,1,employed,primary,1,0,1
35,810592,4530572,18,130522,1,employed,secondary,1,1,1
21,1628232,4052262,24,305174,4,employed,tertiary,0,0,0
47,1758557,4639716,60,848677,2,self_employed,tertiary,0,1,0
51,633117,4043687,6,710827,2,employed,tertiary,1,1,0
46,441180,2539667,6,250690,5,employed,secondary,1,1,0
39,1552086,4340955,36,559421,4,employed,tertiary,1,0,1
43,851151,1345125,6,734091,5,employed,none,1,1,0
31,1652091,135395,48,961309,3,employed,secondary,0,0,0
54,683718,4610141,12,568286,2,employed,secondary,1,0,0
52,450782,1183859,12,148310,4,employed,tertiary,1,1,1
52,62306,1143060,18,736448,4,student,tertiary,1,1,0
62,628110,2748954,6,461480,5,employed,secondary,1,0,0
56,74042,3285863,48,377747,1,employed,secondary,1,1,0
31,458302,2445067,36,48245,4,unemployed,tertiary,0,1,0
22,722747,3701422,36,285701,5,employed,tertiary,1,0,1
20,663712,4433030,60,332618,0,unemployed,tertiary,1,0,0
52,1281266,264223,24,227810,1,employed,tertiary,1,0,1
59,797410,4219495,18,196739,1,self_employed,secondary,1,0,1
29,199395,2662761,48,877660,2,self_employed,tertiary,1,0,0
62,1640883,2045457,48,786170,3,student,primary,1,0,0
63,911858,1063071,60,216585,2,self_employed,tertiary,1,0,1
48,1663727,4942397,60,65074,0,employed,tertiary,1,0,1
32,1088457,3325072,36,58204,5,self_employed,tertiary,0,0,0
31,685311,3338560,24,753957,1,employed,tertiary,1,0,0
50,1764219,1736090,36,223872,1,self_employed,primary,1,0,1
21,985783,4867842,24,680935,4,employed,primary,0,1,0
54,1407719,337906,12,473479,3,self_employed,secondary,1,0,1
42,112780,3377786,48,207096,3,self_employed,tertiary,1,1,0
36,859340,3366900,60,937573,4,unemployed,secondary,0,1,0
45,1815520,1234592,12,679760,0,employed,secondary,1,0,1
27,1486998,2195977,36,941650,3,self_employed,tertiary,0,0,0
48,1998010,2161029,18,531134,1,employed,secondary,1,1,1
45,1542017,2276217,6,433568,0,employed,tertiary,1,0,1
29,1791888,682731,18,23694,2,employed,secondary,0,0,0
45,1199282,411756,18,283884,2,self_employed,secondary,1,0,1
53,1791599,2264826,6,966942,0,self_employed,secondary,0,0,0
60,172019,3310802,48,555284,1,self_employed,none,1,0,0
26,421852,2071363,12,588162,2,employed,primary,1,1,0
23,1815317,567257,12,97661,5,self_employed,primary,1,0,1
64,229001,4640778,48,631233,1,employed,tertiary,1,1,1
30,845775,1350457,6,715042,4,employed,tertiary,1,0,0
48,1961181,4275933,24,699560,3,employed,primary,1,0,1
55,1198836,1531257,18,22970,0,self_employed,tertiary,1,0,1
44,1269439,2101933,36,928399,3,employed,tertiary,1,1,0
40,734494,2949359,12,693431,4,employed,tertiary,1,0,0
55,1079870,2836719,48,707628,2,self_employed,secondary,1,0,0
29,1801037,3611497,36,415474,5,employed,secondary,1,0,1
56,643731,312199,60,613178,1,unemployed,secondary,1,0,0
28,804471,2920524,6,751537,1,employed,tertiary,1,0,0
43,369674,1187273,36,57300,4,employed,primary,0,1,0
54,1538591,3917293,36,261387,0,student,tertiary,1,0,1
54,710187,83734,18,61915,3,employed,secondary,0,0,0
55,146143,263299,6,139516,5,self_employed,secondary,0,1,0
37,1816589,2821034,36,599435,2,employed,tertiary,0,1,0
58,194771,192728,12,600352,0,employed,tertiary,0,0,0
51,1070332,721253,6,66535,5,self_employed,tertiary,0,1,0
43,1605289,1603185,12,528048,5,employed,secondary,1,0,1
42,1058923,1056152,48,692244,4,unemployed,primary,1,1,0
51,950959,743812,48,889147,4,employed,tertiary,0,1,0
56,1870908,1767202,60,911923,1,employed,tertiary,1,1,0
31,710673,3312331,24,480693,2,self_employed,tertiary,1,1,0
32,1767534,4043767,48,943526,0,employed,secondary,1,1,0
42,161362,3875091,36,185576,1,employed,tertiary,0,1,0
44,1869381,702168,6,130992,2,unemployed,none,0,0,0
54,1389527,3739638,48,436346,3,self_employed,primary,1,0,1
60,1823326,4536856,12,174953,3,employed,tertiary,0,1,0
49,226298,1245055,36,586687,1,self_employed,primary,1,0,0
36,633838,1258957,48,429667,0,student,secondary,1,0,0
39,523288,1191766,18,444629,2,employed,secondary,1,1,0
44,315702,826644,12,747417,3,employed,tertiary,1,1,0
41,1042812,3413712,60,324422,3,employed,secondary,0,0,0
32,362257,574658,60,637574,0,unemployed,tertiary,1,1,0
38,1938007,836918,60,947143,1,self_employed,secondary,1,0,0
55,1809814,53196,12,689981,4,unemployed,secondary,1,1,0
31,1003847,1599648,60,752345,5,student,secondary,1,1,0
60,1156795,3707919,24,778839,2,employed,tertiary,0,1,0
38,1789122,3728588,18,668439,3,employed,primary,1,1,1
31,1004470,2653680,24,924399,5,employed,secondary,1,0,0
28,739129,1520017,48,879947,5,employed,secondary,0,0,0
26,825292,2717293,18,52142,4,self_employed,secondary,0,0,0
47,1880200,2834787,12,504455,5,self_employed,primary,1,1,1
33,286495,908811,24,389301,0,employed,primary,1,1,0
50,1676082,4114337,36,930056,1,employed,secondary,0,0,0
38,331373,2714649,18,92930,2,self_employed,tertiary,0,0,0
35,1960217,3686119,12,966325,0,employed,secondary,1,1,0
24,1650741,3107143,6,97812,1,employed,tertiary,0,1,0
54,239073,3606995,18,164702,0,self_employed,secondary,1,1,0
31,409281,1717108,18,594351,3,employed,secondary,1,1,1
44,874516,2903507,48,655278,3,student,tertiary,1,0,0
40,918212,1831336,36,274391,4,employed,tertiary,1,0,1
55,1060396,674588,48,279747,0,self_employed,none,0,1,0
42,1246454,2204327,60,102099,5,self_employed,secondary,1,0,1
35,269707,4120081,18,700924,3,employed,tertiary,1,0,0
58,291249,1200127,18,504254,1,employed,tertiary,1,0,0
64,1135610,2539913,60,786959,4,employed,tertiary,0,0,0
61,221389,3967000,36,974025,5,employed,none,1,0,0
58,1940476,2728306,36,199530,2,employed,primary,1,1,1
33,1510886,2264904,24,267993,0,self_employed,primary,1,1,0
50,1811732,2400716,12,224388,3,self_employed,tertiary,1,0,1
24,1109165,4537561,12,836746,5,self_employed,secondary,1,1,0
54,1155797,1869456,24,176796,1,employed,tertiary,0,0,0
42,1354503,1314008,12,749036,0,self_employed,primary,1,0,0
48,1886665,2818654,18,279374,1,employed,tertiary,1,1,1
62,1459020,1432212,24,878661,4,student,primary,0,1,0
30,691517,1309112,24,334639,3,student,secondary,1,1,0
37,875963,3926345,12,363534,3,self_employed,none,1,0,1
31,626515,3230863,6,435946,4,self_employed,primary,1,0,0
28,315308,2283414,12,616225,1,employed,secondary,0,1,0
29,143078,1693063,48,900155,0,employed,primary,1,0,0
63,877679,54331,6,265467,1,unemployed,tertiary,1,1,0
36,809401,1615976,24,393661,0,employed,tertiary,0,0,0
57,624887,4026808,6,869377,5,employed,tertiary,0,1,0
26,514761,262854,18,665323,4,unemployed,tertiary,1,0,0
32,1869231,4794353,36,968015,2,self_employed,secondary,0,0,0
59,1608244,1603416,6,907233,0,employed,primary,0,1,0
61,976921,3006156,48,516656,3,employed,secondary,1,0,0
28,1288227,2331696,36,670797,5,employed,tertiary,1,0,0
46,1599317,1183243,18,934359,3,self_employed,tertiary,1,0,0
21,118207,54677,48,81947,5,employed,secondary,1,0,0
24,384199,254580,60,516655,3,student,primary,1,0,0
48,938698,180334,36,928351,1,self_employed,secondary,1,0,0
56,1438990,4607885,60,920740,1,employed,secondary,1,0,0
57,161426,2102109,18,848329,1,employed,primary,1,1,0
38,1609657,2558963,36,642924,5,employed,primary,1,0,1
27,184794,1931934,36,275631,5,student,primary,1,1,0
64,1955450,2746711,12,339528,3,employed,tertiary,1,1,1
20,1456352,608745,48,455639,0,unemployed,secondary,0,1,0
41,1793967,616819,48,537443,5,employed,tertiary,1,1,0
36,1833171,3848043,6,273399,3,employed,secondary,1,0,1
26,595726,244243,60,645148,0,student,tertiary,1,0,0
44,633107,4501535,60,919483,1,employed,primary,0,0,0
64,93856,2920741,48,387740,5,self_employed,tertiary,1,1,0
23,1525368,667423,48,414521,2,employed,secondary,0,1,0
55,1926946,640642,36,598831,1,unemployed,primary,1,1,0
25,492244,687031,60,35094,4,unemployed,none,1,0,0
50,1158383,2915893,24,952602,0,unemployed,tertiary,1,1,0
38,886309,2053369,12,220638,2,employed,secondary,1,0,1
63,540999,1300844,6,426986,1,employed,secondary,1,0,1
58,1142037,966094,12,534022,5,employed,secondary,0,0,0
46,667762,4339361,6,727344,2,employed,tertiary,1,1,0
29,395280,1136985,18,301749,3,self_employed,tertiary,1,1,0
45,1381155,296889,36,77932,0,employed,primary,1,0,1
38,1838053,1515088,48,973123,4,employed,primary,0,0,0
58,457407,4234251,48,124109,3,self_employed,secondary,1,0,0
22,921158,3162252,24,552169,2,unemployed,secondary,1,1,0
64,1353306,4325542,60,194473,1,student,tertiary,0,1,0
32,1345308,1793227,60,948681,0,employed,tertiary,1,0,0
47,470602,2421693,12,564410,5,employed,tertiary,0,1,0
39,1785657,4219647,12,767915,4,employed,secondary,0,1,0
47,1677650,636470,12,821729,1,employed,tertiary,1,1,0
27,325848,4024409,60,111513,4,employed,primary,1,0,1
60,106635,3355141,48,36680,5,student,tertiary,1,0,1
58,969627,227216,60,83452,0,employed,none,1,0,1
20,1451430,4699292,12,51044,2,employed,tertiary,1,0,1
22,815197,2226512,36,699444,4,employed,secondary,1,1,0
32,295984,3733460,6,951693,0,employed,primary,1,0,0
47,1423713,2586015,48,144582,4,employed,tertiary,1,1,1
44,1211328,173662,36,352646,1,employed,secondary,1,1,1
52,1309770,1868352,18,546440,4,employed,tertiary,1,0,1
57,278584,3294571,36,609026,1,employed,primary,1,1,0
25,1517208,2944558,36,157517,1,employed,primary,0,0,0
63,182886,686438,18,732048,0,self_employed,secondary,0,0,0
64,1177113,1530175,36,464369,3,employed,secondary,1,1,1
51,886690,1879484,6,394411,5,employed,tertiary,0,1,0
64,1770444,1717690,48,104533,4,student,tertiary,0,0,0
40,135166,4469425,24,715309,2,employed,tertiary,1,1,0
35,1832852,2019036,60,549721,1,self_employed,primary,0,0,0
40,425854,3961451,18,922809,3,unemployed,secondary,1,0,0
30,1396419,2796153,48,189932,1,employed,tertiary,1,0,1
56,358479,1154188,12,204685,3,unemployed,primary,0,0,0
55,1931814,3759726,6,48648,3,student,tertiary,0,0,0
54,914285,3833112,24,194162,2,employed,primary,0,1,0
38,1817704,2356569,6,227993,3,unemployed,tertiary,1,1,0
39,347883,261463,6,566401,2,employed,tertiary,1,1,0
37,609073,1717788,12,246602,0,employed,secondary,1,1,1
60,213052,318602,24,889936,1,unemployed,tertiary,1,1,0
33,806079,2444820,60,654719,2,student,tertiary,1,1,0
34,1586494,712213,6,698002,5,self_employed,tertiary,1,0,1
50,1970024,4786912,12,295206,1,employed,secondary,0,1,0
20,1493401,2241306,18,333777,5,employed,secondary,1,1,1
22,116253,2723683,12,565892,4,self_employed,tertiary,1,0,0
35,528697,3896703,36,241201,5,employed,tertiary,0,0,0
42,665416,2557720,48,662038,0,student,tertiary,1,0,0
30,211081,3792849,12,32121,4,employed,tertiary,0,0,0
31,964013,143476,12,966007,4,employed,primary,1,1,1
29,685254,164560,12,649303,3,employed,none,0,1,0
51,1236430,1399987,60,873372,5,employed,primary,0,0,1
35,673640,3757957,6,464495,3,self_employed,none,1,0,0
27,469149,919241,60,802926,5,employed,secondary,1,1,0
57,1962162,599656,24,699545,4,self_employed,secondary,1,1,1
31,1762243,3488856,12,402894,3,employed,secondary,1,1,1
43,797567,3630885,12,168704,1,employed,none,1,0,1
47,1860145,3453209,36,46235,5,self_employed,tertiary,1,0,1
27,682585,2147953,36,132720,5,employed,tertiary,0,0,0
47,1829810,2777978,18,343357,3,self_employed,secondary,0,0,0
55,612634,3045785,18,507438,5,self_employed,primary,1,0,0
45,1210714,4030125,36,481517,4,self_employed,tertiary,1,0,1
27,362916,1876629,24,723277,3,employed,secondary,1,1,0
47,90149,2445265,18,540777,3,unemployed,tertiary,1,0,0
47,398844,141679,48,863713,2,student,tertiary,0,1,0
56,1781462,2828217,48,923322,2,employed,secondary,1,0,0
60,933190,1389083,24,370334,4,self_employed,tertiary,1,0,1
55,1577504,3074628,36,386757,1,employed,tertiary,1,0,1
46,178447,3753367,18,426365,5,employed,none,1,1,0
36,511693,4856540,12,944816,0,employed,tertiary,1,0,0
28,1104271,3940702,36,430340,5,student,tertiary,1,0,1
52,1662033,4038395,18,628510,0,self_employed,secondary,1,0,1
39,884379,2424151,24,1316,4,employed,primary,0,1,0
32,1276872,227476,48,988494,1,employed,primary,1,1,0
47,882297,1249217,24,60046,1,student,primary,1,0,1
48,730913,2725877,18,865075,1,employed,primary,1,1,0
32,1465221,2303962,24,987114,2,employed,primary,1,0,0
54,1421130,2999908,18,768475,4,unemployed,tertiary,1,0,0
25,1464474,4063880,18,883936,0,self_employed,tertiary,0,1,0
37,403039,1981441,24,115594,1,employed,secondary,1,1,1
24,992320,315033,6,588330,4,employed,secondary,1,1,0
44,1808962,4778161,12,508566,5,student,secondary,1,0,1
21,1411425,3402477,36,652583,0,student,primary,1,0,0
29,242994,3974845,48,678462,2,employed,secondary,1,1,0
49,1476420,1185730,12,785025,3,employed,tertiary,1,0,0
64,910346,1206649,36,114430,0,employed,tertiary,1,1,1
24,1100457,3752085,36,762318,5,employed,tertiary,0,1,0
52,359509,892329,48,387926,0,self_employed,secondary,1,1,0
20,1619720,1243582,12,949461,0,employed,secondary,1,0,0
37,1177787,938976,48,406088,3,self_employed,secondary,1,0,1
51,1037626,1641570,18,574382,1,self_employed,tertiary,1,0,0
30,1254654,224588,48,834151,5,self_employed,tertiary,1,1,0
40,1401918,3823618,24,729245,3,student,primary,1,0,0
45,990335,3635854,6,645391,0,employed,tertiary,1,1,0
44,1985657,1580332,6,653114,5,employed,secondary,1,1,1
41,1524235,4369050,6,937197,2,self_employed,tertiary,1,0,0
46,1009820,4789023,12,836910,0,unemployed,tertiary,1,1,0
32,1325779,1083290,12,753523,2,employed,secondary,1,1,0
52,769846,4675535,18,43677,4,unemployed,tertiary,1,1,0
53,1759813,4999702,60,977516,2,employed,primary,1,0,0
60,1138129,3496549,6,928264,0,employed,secondary,0,1,0
54,1605929,3208546,18,535872,3,employed,secondary,1,0,1
20,1496714,531438,60,264250,0,student,primary,1,1,1
40,959210,4818424,6,406885,0,employed,primary,1,0,1
25,710046,2755430,12,512703,4,employed,tertiary,1,0,0
47,82766,1308542,60,25223,1,student,primary,1,0,0
36,1917014,1170780,24,453882,0,self_employed,primary,0,0,1
24,605710,2192936,24,822138,4,unemployed,tertiary,1,0,0
50,953022,4122091,24,461235,3,employed,none,1,1,0
24,324349,1354140,48,454801,4,employed,tertiary,0,1,0
57,529806,4858098,24,420698,4,employed,none,1,1,0
22,1253175,3843868,36,846801,2,self_employed,tertiary,1,0,0
42,1865419,1838702,6,689503,1,self_employed,secondary,0,1,0
56,1510235,3746724,24,785977,1,self_employed,tertiary,0,1,0
56,1508316,1641711,60,155312,5,self_employed,secondary,1,0,1
29,1477197,1678853,36,272159,3,employed,primary,1,0,1
29,1126778,2108721,36,868596,5,self_employed,secondary,1,1,0
38,489358,2010391,36,980527,4,employed,secondary,1,0,0
36,898124,4707448,18,51500,3,employed,tertiary,0,1,0
40,787744,4126773,60,850357,3,employed,tertiary,0,0,0
33,70855,4562121,18,353123,1,self_employed,primary,0,0,0
28,526963,2170100,36,882787,1,unemployed,none,1,1,0
20,1814308,109072,48,735956,1,employed,tertiary,1,0,1
64,861527,3525432,24,224045,0,employed,secondary,1,0,1
32,1006228,3933337,6,704991,4,employed,none,0,0,0
23,361385,2213843,60,993694,3,student,primary,0,1,0
20,677407,2812594,48,719012,4,self_employed,tertiary,1,0,0
59,1674867,4084941,12,182159,3,student,secondary,1,1,1
51,1560171,4251390,18,210861,3,unemployed,tertiary,1,0,0
53,1193413,439962,24,841341,5,employed,none,0,1,0
47,273068,4836445,24,797997,3,employed,tertiary,1,0,0
50,406427,3527899,12,289741,3,employed,primary,1,0,0
27,983476,3473788,12,224376,2,employed,primary,1,1,1
58,173805,851680,60,589911,2,employed,secondary,0,0,0
45,1978854,4181279,24,402648,5,employed,tertiary,0,1,0
53,859359,1909234,12,74300,0,self_employed,secondary,1,0,1
22,165657,992529,24,516909,1,employed,secondary,0,1,0
31,903062,3990008,48,983218,3,employed,tertiary,1,1,0
20,154428,1637138,60,878269,4,self_employed,primary,0,1,0
63,172035,2136172,12,49314,2,employed,tertiary,0,1,0
24,1544139,1415265,48,566253,1,self_employed,secondary,1,0,0
49,1329356,3980131,48,883881,0,self_employed,primary,1,1,0
49,962676,3292222,12,739628,1,employed,primary,0,0,0
36,1840146,165981,60,330101,3,self_employed,none,0,0,0
42,119518,4260608,24,436931,1,employed,secondary,1,0,0
34,226355,1372014,36,184522,3,employed,secondary,1,1,0
56,1966334,338569,24,192974,5,employed,tertiary,1,1,1
40,717565,774071,6,290461,2,student,tertiary,1,0,1
33,170243,3306505,12,381335,2,employed,secondary,1,1,0
21,1057378,452641,18,328897,3,employed,tertiary,1,1,1
30,1897756,4862056,60,297386,4,unemployed,secondary,1,1,0
58,988601,3826764,12,132001,2,employed,primary,1,0,1
57,446308,1565538,6,368406,4,employed,tertiary,1,0,1
53,1151887,2949675,48,254268,3,unemployed,primary,1,0,0
57,72692,3449902,18,886238,5,employed,none,1,0,0
53,1747818,4899666,18,360868,3,self_employed,primary,1,0,1
37,729222,3449618,24,537868,5,self_employed,tertiary,1,0,0
49,442179,3454629,36,628422,2,self_employed,secondary,1,1,0
34,271468,2242848,24,882399,4,student,tertiary,1,1,0
46,1440227,2823219,60,807174,3,unemployed,primary,1,1,0
53,130152,4914912,18,17833,2,self_employed,none,1,1,0
57,513685,1694173,18,620709,5,unemployed,primary,0,1,1
52,1627790,1019224,36,595635,3,student,tertiary,1,0,1
43,1058803,2817549,60,74155,5,student,tertiary,1,1,1
34,53969,4311725,12,876223,1,self_employed,secondary,1,0,0
49,1134309,286436,36,745868,5,employed,secondary,1,0,0
61,381999,2264178,48,406743,1,self_employed,tertiary,0,0,0
36,91743,124804,24,451355,2,employed,primary,0,0,0
24,1753057,3707390,12,114527,3,employed,tertiary,0,1,0
48,220948,3026877,24,229482,2,employed,secondary,0,1,0
23,943877,3839514,36,724945,0,student,none,1,0,0
29,70323,2022871,12,565345,5,employed,tertiary,1,0,0
36,1621869,1990483,36,198511,2,self_employed,primary,1,0,1
29,1377148,2961898,48,515553,2,self_employed,secondary,1,1,1
36,608866,537335,6,511474,1,employed,primary,1,0,0
39,1709350,3559163,18,306405,5,self_employed,secondary,0,1,0
43,551793,3437951,60,726272,1,self_employed,secondary,1,0,0
24,376284,1311402,12,393258,3,unemployed,tertiary,0,1,0
53,1880314,3925251,18,547057,2,employed,tertiary,1,0,1
25,1730189,3890507,6,460329,5,employed,primary,1,0,1
21,1968837,1416851,12,208990,2,self_employed,tertiary,1,0,1
32,318508,2629082,18,22449,3,employed,secondary,0,1,0
62,441011,2176028,18,956157,4,employed,secondary,1,0,0
62,1527141,3035032,12,946363,3,employed,primary,1,1,0
30,1754627,3127195,18,139648,1,self_employed,tertiary,1,0,1
42,832259,2376344,18,439090,1,employed,none,1,1,0
35,1718462,3507100,12,470415,2,self_employed,secondary,0,0,0
50,1820403,2399465,60,298489,1,student,secondary,1,0,1
30,226968,1126837,18,117926,5,self_employed,secondary,1,0,0
35,107062,3149449,18,769806,3,employed,none,1,1,0
27,1326914,3160999,60,988284,2,employed,primary,1,0,0
23,785122,1587746,24,386720,3,employed,tertiary,0,0,0
59,719221,1679040,48,855860,3,employed,tertiary,1,0,0
23,1326485,2461596,24,748008,2,employed,primary,1,1,0
44,556995,2289564,6,4321,4,employed,tertiary,1,0,1
22,138302,3713289,24,792208,1,self_employed,primary,1,1,0
51,1686792,4238699,24,278263,0,student,tertiary,1,0,1
22,1083224,2966596,6,685929,0,student,secondary,1,0,0
46,788591,4177436,18,520709,0,employed,none,1,0,1
48,615635,2515933,18,130078,1,self_employed,none,1,0,1
51,577409,4916940,24,693956,4,employed,tertiary,1,0,0
38,133793,3512511,6,315111,3,self_employed,secondary,1,0,1
40,1651028,434083,18,688423,2,employed,tertiary,1,0,1
24,337635,581598,36,939844,4,student,primary,1,1,0
37,633510,2328845,12,862155,0,unemployed,secondary,1,0,0
47,728525,716252,12,186502,5,employed,primary,0,0,0
61,578036,3100798,48,112620,1,self_employed,tertiary,0,1,0
41,1649417,2586047,12,399884,1,self_employed,tertiary,0,0,0
40,1215123,3374353,24,605168,2,employed,none,1,0,0
