transaction_amount,location,device,time,frequency,is_fraud
1672080.58,Kigali,mobile,2,6,0
4401769.11,Rubavu,mobile,2,3,1
3631531.5,Kigali,web,13,5,0
541317.9,Gisenyi,web,0,3,0
520047.78,Butare,mobile,20,1,0
4086818.28,Musanze,mobile,9,5,0
2341846.29,Butare,mobile,20,3,0
2476003.78,Butare,mobile,16,4,0
4456287.07,Nyagatare,mobile,6,4,0
4519064.78,Nyagatare,pos,7,6,0
563973.57,Kigali,mobile,1,3,0
1868554.79,Butare,mobile,23,3,0
4476186.23,Kigali,mobile,9,1,0
4099361.81,Kigali,atm,16,4,0
3605183.6,Rubavu,web,9,4,0
510285.04,Kigali,mobile,0,4,0
3106162.23,Kigali,web,14,2,0
2909466.08,Rubavu,atm,12,1,0
836251.72,Gisenyi,mobile,11,3,0
3869407.02,Nyagatare,web,10,3,0
1560228.94,Butare,mobile,9,2,0
3103318.3,Nyagatare,unknown,11,5,1
1809496.51,Gisenyi,mobile,13,2,0
422433.87,Kigali,mobile,20,1,0
2624212.06,Gisenyi,web,7,3,0
1533562.36,Rubavu,web,6,1,0
357029.36,Kigali,web,14,1,0
992945.33,Kigali,unknown,7,4,0
3094469.42,Gisenyi,mobile,4,3,0
507359.31,Butare,unknown,21,2,0
437787.97,Butare,atm,12,3,0
4720135.83,International,unknown,6,4,1
538063.13,Kigali,mobile,18,2,0
1880610.61,Gisenyi,mobile,15,4,0
667487.75,Nyagatare,web,6,4,0
4696375.83,Kigali,mobile,16,6,0
2406066.42,Kigali,mobile,5,4,0
556040.65,Kigali,mobile,14,1,0
3844197.8,Kigali,mobile,2,4,0
3904042.55,Gisenyi,mobile,1,8,1
4506046.72,Gisenyi,unknown,11,4,1
3528424.11,Musanze,web,13,2,0
274054.01,Kigali,mobile,20,4,0
2751782.58,Butare,atm,18,5,0
1920507.27,Musanze,web,17,3,0
3743030.96,Musanze,web,1,2,0
2954849.58,Kigali,mobile,10,3,0
3626140.0,Kigali,unknown,1,2,1
902629.37,Musanze,web,4,1,0
2185636.43,Kigali,web,2,1,0
2160805.58,Gisenyi,web,15,3,0
4904882.57,Kigali,atm,5,1,0
96041.26,Kigali,mobile,9,1,0
4080306.69,Kigali,web,2,2,0
486009.66,Rubavu,mobile,13,4,0
402350.09,Rubavu,mobile,11,4,0
1641218.38,Kigali,web,11,1,0
3503984.09,Kigali,mobile,4,5,0
3392392.4,Butare,atm,23,3,0
3139589.28,Kigali,unknown,13,0,1
3872868.24,Kigali,pos,7,5,0
1162274.08,Kigali,web,13,3,0
3169405.3,Kigali,mobile,19,1,0
3190368.71,Rubavu,web,12,5,0
3271850.4,Nyagatare,mobile,22,1,0
2972470.95,Kigali,unknown,0,3,1
1108003.7,Kigali,unknown,1,2,0
4571537.34,Kigali,unknown,16,2,1
4880035.14,Kigali,web,3,2,0
3446088.97,Nyagatare,web,5,1,0
2220676.55,Kigali,atm,17,5,0
2686185.28,Kigali,mobile,17,2,0
542303.4,Gisenyi,pos,22,4,0
1817297.79,Butare,mobile,23,3,0
4880683.7,Gisenyi,pos,17,3,0
2738837.45,International,pos,7,7,1
2803357.4,Kigali,mobile,3,1,0
4769922.36,Kigali,web,5,3,0
4431827.72,Kigali,pos,17,5,0
2843797.53,Gisenyi,unknown,14,4,0
1345319.75,Gisenyi,pos,7,2,0
585098.61,Butare,unknown,19,4,0
4318325.3,Kigali,unknown,12,3,1
4600497.54,Butare,unknown,2,4,1
2471677.46,Musanze,web,16,4,0
473195.56,Gisenyi,mobile,4,4,0
3031320.54,Rubavu,web,10,2,0
1837623.26,Kigali,mobile,15,5,0
789724.37,Nyagatare,web,2,5,0
4595757.38,Kigali,web,19,2,0
1197625.54,Gisenyi,pos,17,5,0
3555952.0,Musanze,mobile,11,4,0
2147174.61,Nyagatare,web,19,3,0
4139690.38,Kigali,unknown,14,1,1
3504324.1,Butare,web,3,5,0
616238.57,Kigali,web,12,6,0
2248333.87,Musanze,atm,20,1,0
1299312.88,Kigali,mobile,7,3,0
3568065.57,Butare,mobile,23,2,0
2723671.79,International,web,20,1,1
1701236.0,Nyagatare,mobile,13,2,0
1647636.0,Kigali,mobile,3,1,0
572877.72,Kigali,unknown,22,2,0
1069502.26,Kigali,web,9,3,0
3567474.5,Rubavu,unknown,18,1,1
3049717.45,Rubavu,mobile,0,4,0
1778301.93,Kigali,mobile,2,3,0
4180659.97,Kigali,web,22,2,0
2422322.05,Kigali,mobile,5,5,0
3972273.55,Butare,mobile,11,3,0
3906010.16,Nyagatare,pos,0,4,0
4240070.75,Kigali,atm,11,6,0
4248933.65,Gisenyi,mobile,17,4,0
3395473.46,Nyagatare,mobile,18,2,0
3747242.76,Rubavu,web,9,3,0
3884647.53,Kigali,atm,4,1,0
846212.42,Butare,mobile,8,5,0
1501574.02,Nyagatare,web,7,6,0
521646.57,Kigali,mobile,0,3,0
947262.13,International,mobile,23,5,0
3891547.12,Kigali,mobile,15,2,0
4735578.61,Kigali,mobile,13,3,0
3368340.52,Musanze,mobile,19,1,0
4430295.51,Musanze,atm,4,1,0
1590224.42,Kigali,mobile,20,4,0
4229055.0,Kigali,web,13,1,0
1694260.29,Nyagatare,web,18,0,0
4470886.54,Kigali,pos,7,4,0
3990330.17,Kigali,mobile,2,3,0
4917994.13,Kigali,unknown,16,2,1
4136449.92,Rubavu,mobile,13,2,0
1991349.19,Nyagatare,web,4,2,0
550843.86,Kigali,web,23,5,0
4371428.36,Kigali,web,21,3,0
2856169.27,Butare,pos,20,2,0
4290778.68,Rubavu,mobile,0,2,0
1935951.01,Rubavu,web,14,3,0
145231.69,Kigali,web,18,2,0
262556.73,Kigali,web,15,1,0
3352657.15,Kigali,mobile,14,2,0
572755.62,Kigali,mobile,2,3,0
3727437.25,Kigali,web,23,3,0
2097503.32,International,mobile,8,0,1
2815758.03,Kigali,pos,17,1,0
4006166.27,Musanze,web,8,3,0
1265730.69,Butare,web,7,1,0
2064806.29,International,mobile,18,0,1
3647921.8,Kigali,mobile,23,7,1
4592179.57,Kigali,mobile,15,3,0
1451853.66,Kigali,atm,4,1,0
3113803.36,Rubavu,web,12,4,0
4756094.19,Kigali,mobile,13,6,0
3244436.52,Nyagatare,pos,8,4,0
4463999.12,Gisenyi,mobile,17,6,0
4698679.39,Gisenyi,mobile,0,1,0
4646748.44,Butare,atm,17,2,0
3792506.18,Kigali,mobile,17,2,0
2760701.38,Kigali,mobile,21,4,0
484215.81,Butare,web,8,1,0
1113919.35,Kigali,unknown,10,4,0
1279207.75,Nyagatare,mobile,10,8,0
166781.23,Musanze,mobile,5,3,0
510065.93,Gisenyi,unknown,18,1,0
1474136.11,Butare,web,3,1,0
454159.34,Butare,mobile,4,2,0
848090.27,Butare,mobile,14,2,0
272560.78,Rubavu,web,1,2,0
2082954.98,Kigali,mobile,14,4,0
4106725.79,Butare,web,8,2,0
4061313.1,Musanze,web,0,4,0
4524499.7,Butare,atm,16,4,0
3728124.71,Kigali,mobile,4,1,0
1222587.56,Kigali,web,10,0,0
3512098.29,Rubavu,unknown,19,14,1
3769232.57,Nyagatare,mobile,9,7,0
2715766.15,Nyagatare,mobile,5,5,0
4035149.48,Musanze,unknown,8,2,1
356793.58,International,mobile,16,2,0
2974105.54,Kigali,pos,12,5,0
2399726.95,Kigali,pos,10,4,0
4026156.47,Kigali,web,16,2,0
640239.0,Gisenyi,atm,6,4,0
1063513.57,Kigali,mobile,18,1,0
2793680.48,Kigali,atm,9,2,0
4736053.01,Butare,atm,18,4,0
416457.91,Kigali,mobile,12,4,0
3717013.43,Rubavu,web,20,5,0
1027393.31,Kigali,unknown,6,1,0
527691.62,International,unknown,21,2,0
1974133.19,Nyagatare,unknown,16,3,0
2915472.64,Nyagatare,web,3,2,0
4135176.2,Musanze,mobile,14,4,0
3173641.91,Gisenyi,web,23,1,0
2458589.88,Kigali,atm,6,3,0
1428694.0,Rubavu,mobile,13,3,0
1463118.94,Rubavu,pos,20,2,0
3852998.87,Kigali,pos,4,4,0
570741.35,Gisenyi,atm,8,5,0
732795.6,Butare,mobile,8,5,0
3598822.03,Butare,atm,5,6,0
4805229.63,Kigali,mobile,8,2,0
601610.9,Rubavu,mobile,22,1,0
3047325.7,Nyagatare,atm,10,4,0
1196322.34,Musanze,atm,5,0,0
129276.2,Kigali,mobile,1,6,0
4161422.15,International,unknown,18,0,1
2543268.72,Kigali,mobile,8,3,0
119937.81,Kigali,web,0,1,0
4477318.78,International,pos,14,8,1
2678658.36,Musanze,web,22,5,0
3685468.41,Musanze,web,16,3,0
2117812.3,Kigali,mobile,6,4,0
924823.92,Kigali,mobile,7,4,0
2328133.74,Kigali,mobile,2,2,1
1438717.92,Musanze,web,1,2,0
1484028.83,Kigali,web,20,1,0
3219568.67,Kigali,pos,18,4,0
470851.24,Kigali,mobile,9,3,0
1985374.15,Gisenyi,atm,22,4,0
2733453.65,Butare,web,9,2,0
3549432.43,Nyagatare,web,17,1,0
3164679.86,Kigali,mobile,6,5,0
4431289.73,Musanze,mobile,15,5,0
4961925.22,Butare,atm,14,3,0
4687148.41,Rubavu,mobile,17,4,0
3820879.79,Kigali,mobile,22,5,0
3430233.27,Rubavu,unknown,22,4,0
177640.7,Kigali,unknown,3,1,0
2667727.31,Rubavu,mobile,9,5,0
3318752.65,Butare,web,2,6,0
2064993.77,Kigali,web,8,3,0
1924290.67,Butare,web,10,3,0
2712861.15,Nyagatare,mobile,0,0,0
4533246.27,Kigali,web,19,8,0
1305011.38,Kigali,web,9,3,0
1995574.58,Butare,web,14,1,0
3265612.49,Gisenyi,pos,13,2,0
930443.3,Butare,mobile,14,7,0
4174600.45,Kigali,web,3,4,0
3330502.99,Kigali,pos,23,2,1
1761634.17,Kigali,unknown,3,3,0
3610973.94,Kigali,web,13,2,0
1397093.01,Nyagatare,web,4,5,0
3872417.25,Kigali,pos,19,2,0
353904.92,Kigali,mobile,16,3,0
2134046.56,International,web,23,6,1
1308563.47,Nyagatare,mobile,1,0,0
4083593.59,Kigali,web,4,2,0
3763858.94,Gisenyi,atm,17,5,0
4209385.97,Gisenyi,mobile,20,3,0
3257989.43,Kigali,pos,3,4,0
3976714.43,Rubavu,mobile,21,2,0
2194221.95,International,mobile,2,3,1
3390448.05,Butare,pos,11,5,0
156072.79,Butare,mobile,21,4,0
4403682.68,Rubavu,web,17,2,0
3424025.87,Rubavu,mobile,2,2,0
4330549.24,Musanze,mobile,17,4,0
3854408.91,Kigali,web,20,3,0
1432240.22,Musanze,mobile,4,4,0
1364764.71,Nyagatare,web,10,3,0
3998294.07,Kigali,unknown,23,3,1
923953.6,Kigali,pos,5,2,0
553750.67,Gisenyi,pos,22,2,0
75703.5,Butare,mobile,12,4,0
1492491.02,International,atm,11,5,0
496775.62,Kigali,atm,15,1,0
4008531.81,Gisenyi,unknown,19,1,1
2422976.88,Butare,mobile,21,5,0
1262949.86,Butare,atm,12,7,0
3010633.65,Rubavu,mobile,22,2,0
352226.92,Butare,mobile,2,3,0
3630743.2,Kigali,web,11,1,0
2507214.53,Musanze,atm,23,4,1
32878.61,Kigali,mobile,3,3,0
1596426.16,Kigali,mobile,3,5,0
3751086.77,Gisenyi,mobile,17,1,0
940981.79,Butare,mobile,8,1,0
4809405.35,Gisenyi,mobile,8,4,0
4483197.41,Butare,unknown,9,3,1
3891304.52,Butare,atm,9,5,0
393202.52,Butare,mobile,20,4,0
1769509.57,Kigali,mobile,7,1,0
1491337.63,International,unknown,23,2,1
688557.78,Gisenyi,pos,16,3,0
4998094.67,Kigali,web,18,2,0
736414.58,Rubavu,mobile,11,3,0
1576980.07,Nyagatare,atm,11,5,0
4400767.19,Kigali,web,1,8,0
722354.61,Kigali,web,20,3,0
2347905.1,Butare,atm,2,4,1
4878462.81,Kigali,mobile,22,0,0
1236818.77,Musanze,unknown,14,5,0
3515439.56,Gisenyi,unknown,1,6,1
400658.22,Kigali,mobile,13,2,0
3004559.27,International,unknown,14,3,1
1695578.14,Gisenyi,atm,2,3,0
3497972.88,Nyagatare,unknown,15,4,0
2164733.58,Butare,unknown,6,3,0
1495343.73,Gisenyi,mobile,2,2,0
2730266.42,Butare,mobile,2,0,0
698864.72,Butare,mobile,4,2,0
4072252.64,Kigali,mobile,16,4,0
3753671.61,International,mobile,18,1,1
2725068.37,Kigali,mobile,1,4,0
1835557.98,Butare,mobile,1,1,0
4576173.19,Kigali,mobile,11,7,0
3172474.77,International,mobile,13,4,1
1424358.26,Gisenyi,mobile,12,1,0
4033639.69,Musanze,mobile,2,11,1
3175281.0,Gisenyi,pos,1,3,1
635499.58,Musanze,unknown,13,7,0
571609.11,Butare,mobile,2,4,0
4690556.04,Butare,web,4,2,0
1439915.95,Butare,pos,11,0,0
3317581.26,Kigali,web,9,1,0
182651.15,Kigali,atm,6,4,0
2782731.43,International,unknown,3,2,1
1156027.62,Rubavu,mobile,6,4,0
698561.53,Nyagatare,mobile,20,3,0
3867628.88,Kigali,web,14,4,0
4047808.51,Butare,web,12,4,0
3576203.56,Kigali,mobile,19,3,0
56428.63,Rubavu,unknown,18,4,0
1424903.62,Musanze,pos,1,6,0
1805125.85,Rubavu,mobile,3,0,0
3454405.69,Kigali,atm,1,0,0
3777840.64,Kigali,pos,19,6,0
3139460.68,Rubavu,mobile,18,3,0
3945547.18,Musanze,mobile,4,3,0
2136785.74,Kigali,pos,18,3,0
2709454.03,Butare,mobile,22,1,0
321718.75,Kigali,web,10,5,0
2136102.65,Kigali,mobile,1,5,1
2163449.25,Gisenyi,unknown,21,7,0
3057794.79,Rubavu,mobile,16,4,0
1889792.82,Kigali,mobile,23,5,0
1192655.71,Rubavu,atm,11,2,0
1188362.65,Kigali,mobile,21,3,0
669797.54,Rubavu,mobile,7,4,0
3505262.74,Butare,mobile,19,1,0
3113030.62,Nyagatare,web,2,2,1
2896459.97,Butare,mobile,14,1,0
2655332.64,Kigali,mobile,10,6,0
1838003.73,Musanze,pos,13,4,0
3843699.97,Musanze,mobile,15,2,0
4610159.81,Kigali,pos,9,3,0
2200225.95,Kigali,atm,19,5,0
2045738.49,Kigali,pos,22,3,0
814056.42,Musanze,mobile,21,2,0
3353708.67,Kigali,web,8,3,0
2790682.27,Butare,atm,6,3,0
4939995.98,Gisenyi,mobile,18,3,0
2921823.67,Rubavu,web,9,1,0
1443410.03,Musanze,mobile,20,4,0
2814921.84,Butare,mobile,7,5,0
4923483.82,Butare,pos,20,1,0
3616814.23,Kigali,web,20,1,0
643322.26,Gisenyi,web,2,1,0
1716141.51,Butare,mobile,11,1,0
1493775.46,Kigali,web,19,2,0
4284190.48,Butare,mobile,15,5,0
3056008.66,Rubavu,unknown,18,2,1
4050604.93,Gisenyi,mobile,20,4,0
881642.14,Butare,pos,7,1,0
4540220.51,Kigali,unknown,20,1,1
292025.83,Rubavu,mobile,6,1,0
1874498.52,Gisenyi,mobile,11,4,0
71238.15,Butare,pos,15,1,0
921805.33,Kigali,atm,9,3,0
4811148.22,Kigali,mobile,2,5,1
392937.41,Kigali,pos,17,3,0
727460.18,Nyagatare,pos,17,3,0
4624282.71,Musanze,web,10,2,0
3551017.73,Nyagatare,unknown,0,2,1
2035118.56,Musanze,web,14,2,0
344294.7,Butare,web,12,2,0
3925302.28,Butare,mobile,0,3,0
2463886.66,Kigali,unknown,14,3,0
1615422.82,Rubavu,mobile,17,1,0
1804071.75,Butare,mobile,21,4,0
2526635.05,Kigali,atm,5,1,0
2756388.5,Kigali,mobile,21,2,0
4090584.8,Rubavu,web,5,3,0
3858632.76,Butare,mobile,14,4,0
3835409.93,Kigali,mobile,5,4,0
3646625.28,Musanze,web,23,2,0
3789055.68,Gisenyi,web,21,1,0
3388168.83,Kigali,atm,13,1,0
4340183.36,Kigali,web,20,4,0
2787492.75,Rubavu,web,13,1,0
2604460.88,Kigali,web,19,5,0
3506629.25,Rubavu,mobile,16,3,0
830446.86,Butare,mobile,10,3,0
3884870.09,Musanze,pos,17,1,0
4680811.14,Nyagatare,web,10,5,0
1481651.69,Musanze,mobile,19,4,0
3055419.26,Kigali,mobile,8,5,0
163596.26,Butare,pos,19,3,0
3829231.4,Kigali,unknown,7,4,1
2798561.03,Butare,atm,17,3,0
3368434.6,International,web,16,5,0
715392.1,Kigali,pos,11,5,0
4047369.3,Nyagatare,web,21,4,0
1280053.72,International,web,4,5,0
3424118.62,International,pos,18,4,0
2965912.25,Musanze,mobile,14,3,0
3269130.33,Butare,atm,17,2,0
251661.32,Kigali,mobile,23,4,0
3709381.93,Gisenyi,mobile,3,3,0
3976351.02,Gisenyi,pos,13,4,0
2374341.71,Kigali,web,13,2,0
2044600.79,Gisenyi,web,12,4,0
1713052.25,Kigali,web,22,2,0
4639445.59,Gisenyi,unknown,7,0,1
3775463.74,Nyagatare,pos,12,3,0
3493244.33,Butare,web,0,2,1
4628070.32,Musanze,web,16,3,0
1744171.77,Gisenyi,web,8,0,0
3150875.36,Kigali,atm,8,3,0
3430441.12,Kigali,pos,16,0,0
4981139.6,Musanze,mobile,20,6,0
2136216.98,Kigali,web,10,2,0
2001205.17,International,mobile,13,1,0
422897.38,Nyagatare,web,15,0,0
492713.2,Kigali,mobile,3,0,0
2559239.4,Kigali,pos,13,3,0
856324.21,Gisenyi,web,9,0,0
365117.7,Gisenyi,pos,12,5,0
4824482.58,Kigali,unknown,10,4,1
4757111.28,Kigali,unknown,3,4,1
1626721.2,Gisenyi,mobile,1,4,0
3949452.1,Musanze,mobile,4,5,0
4362808.99,Kigali,web,15,2,0
2324002.97,Rubavu,atm,1,2,0
1118873.68,Nyagatare,mobile,2,0,0
649459.23,Kigali,unknown,7,5,0
704541.45,Butare,web,22,5,0
3984767.31,Nyagatare,web,3,3,1
1922386.87,Kigali,unknown,16,1,0
3467691.5,Kigali,pos,17,6,0
2693697.83,Rubavu,mobile,13,2,0
1973644.57,Butare,web,4,4,0
619516.79,Rubavu,atm,20,4,0
1667578.21,Kigali,atm,4,4,0
4200949.52,Gisenyi,atm,23,3,1
4057083.99,Kigali,mobile,9,2,0
142328.78,International,mobile,1,4,0
701812.65,Gisenyi,mobile,8,2,0
3779628.13,Rubavu,mobile,15,4,0
1678996.62,Kigali,mobile,20,1,0
3218133.54,International,pos,6,4,1
2813597.36,Kigali,mobile,20,0,0
3260510.54,Kigali,atm,3,4,0
268955.91,Kigali,unknown,7,2,0
4655630.47,Nyagatare,mobile,2,3,0
105337.26,Rubavu,web,3,2,0
40658.46,International,mobile,16,2,0
1131151.94,Kigali,mobile,15,3,0
4967482.85,Rubavu,web,22,5,0
363125.91,Butare,mobile,14,5,0
4372563.62,Gisenyi,web,14,0,0
795865.81,Butare,mobile,18,6,0
545961.91,Rubavu,unknown,22,2,0
3894962.5,Nyagatare,mobile,9,4,0
4233470.23,Gisenyi,mobile,10,5,0
3961018.35,Nyagatare,web,12,3,0
1205523.88,Musanze,mobile,11,5,0
4399273.71,Nyagatare,mobile,0,3,0
359891.22,Rubavu,mobile,3,1,0
1710216.33,Butare,pos,18,5,0
2316184.04,Kigali,web,21,1,0
339142.49,Musanze,mobile,3,1,0
2899426.47,Kigali,atm,4,6,0
2797135.39,Kigali,web,12,2,0
4960916.78,Butare,mobile,20,1,0
3108509.18,Gisenyi,unknown,18,3,0
1988029.61,Rubavu,mobile,15,4,0
3951029.15,Rubavu,atm,22,5,0
1675167.54,Rubavu,pos,21,5,0
2664576.84,Musanze,mobile,20,3,0
277820.3,Musanze,mobile,2,5,0
1613667.54,Musanze,web,20,0,0
2640776.02,Butare,web,10,5,0
3511708.31,Kigali,unknown,11,1,1
495614.44,Gisenyi,mobile,9,4,0
3986035.05,Kigali,web,15,3,0
4500844.85,Nyagatare,pos,20,6,0
1405545.31,Rubavu,web,6,2,0
3826850.23,Musanze,web,10,5,0
902152.28,Kigali,pos,0,4,0
2617317.65,Gisenyi,web,13,5,0
3988278.01,Butare,pos,14,1,0
1932765.18,Kigali,mobile,22,4,0
131988.11,Musanze,web,3,4,0
2700066.89,Butare,mobile,10,3,0
4223577.01,Kigali,pos,4,3,0
542082.72,Kigali,atm,7,3,0
148692.19,Kigali,web,23,5,0
4045299.36,Kigali,mobile,4,3,0
1336029.33,Kigali,mobile,1,4,0
1822036.36,Kigali,mobile,5,5,0
435366.66,Rubavu,web,5,1,0
483546.61,International,mobile,16,2,0
3072909.51,Kigali,web,4,2,0
2761372.13,Kigali,atm,13,2,0
1462362.68,Kigali,web,3,3,0
2263961.41,Kigali,web,14,4,0
1941294.72,Butare,unknown,13,6,0
3475417.06,Butare,mobile,11,0,0
4310514.08,Kigali,web,0,9,1
3825629.55,Kigali,mobile,7,1,0
22536.04,Gisenyi,web,23,3,0
498217.53,Butare,atm,17,4,0
2147169.21,Butare,atm,10,2,0
4259068.38,Nyagatare,web,13,5,0
1185252.45,Gisenyi,mobile,18,1,0
4394820.96,Kigali,mobile,18,4,0
550513.29,Kigali,atm,3,4,0
363499.32,Butare,atm,6,4,0
4567141.78,Nyagatare,mobile,17,0,0
810303.64,International,mobile,14,4,0
2319146.02,Kigali,atm,9,3,0
1630122.24,Kigali,unknown,15,5,0
738608.36,Nyagatare,web,14,3,0
3160739.02,Kigali,mobile,1,3,0
4818381.73,Kigali,mobile,8,4,0
3290718.18,Kigali,atm,3,4,0
1768816.56,Gisenyi,web,6,1,0
3559128.88,Butare,mobile,22,1,0
716669.15,Kigali,mobile,20,4,0
2900291.55,Musanze,atm,16,1,0
2347552.5,Rubavu,mobile,11,0,0
1800237.87,International,web,7,2,0
3697966.73,Kigali,unknown,20,2,1
592876.48,Musanze,unknown,8,4,0
2664185.98,Kigali,atm,23,3,0
4272059.43,Kigali,mobile,3,3,0
1008949.92,Kigali,mobile,1,3,0
1323073.94,Butare,mobile,12,2,0
3303528.63,Musanze,mobile,6,4,0
3863048.5,Kigali,mobile,14,1,0
1417036.34,Musanze,mobile,7,3,0
1799810.09,Rubavu,web,3,1,0
3699692.46,Kigali,web,3,2,0
1426975.66,Kigali,mobile,10,1,0
3331404.4,Kigali,mobile,16,4,0
794594.34,Rubavu,web,12,4,0
2056846.64,Gisenyi,mobile,8,0,0
3443541.71,Kigali,mobile,9,2,0
2299792.83,Kigali,mobile,8,2,0
96677.12,Kigali,web,20,4,0
2032198.6,Rubavu,atm,13,3,0
1442032.29,Kigali,web,22,3,0
506860.27,Nyagatare,mobile,2,1,0
46185.49,Kigali,web,7,5,0
228054.25,Gisenyi,mobile,11,3,0
4746263.66,Kigali,web,7,3,0
3749221.13,Kigali,web,4,2,0
4698738.69,Kigali,atm,5,0,0
574362.09,Rubavu,mobile,18,2,0
2852763.33,Kigali,mobile,2,2,0
416901.18,Butare,mobile,13,0,0
134518.55,Butare,web,13,1,0
2331672.58,Butare,web,12,0,0
3231894.56,Nyagatare,mobile,6,3,0
318280.02,Kigali,web,8,3,0
1825616.05,International,atm,14,2,0
451289.92,Butare,mobile,14,2,0
1810837.16,Musanze,mobile,17,0,0
2359242.59,Kigali,pos,22,5,0
1687988.16,Kigali,web,7,2,0
2881457.0,Kigali,mobile,0,5,0
2923157.99,Gisenyi,atm,19,7,0
1665010.2,Nyagatare,pos,8,5,0
1948297.28,Kigali,mobile,8,2,0
2205607.56,Rubavu,web,20,3,0
1878578.71,Gisenyi,mobile,22,3,0
3803357.98,Rubavu,mobile,21,4,0
700167.55,Kigali,web,12,4,0
4285248.63,Kigali,web,19,1,0
1656589.46,Kigali,pos,22,5,0
3619942.29,Kigali,atm,2,5,0
4418937.09,Kigali,mobile,16,1,0
4437319.78,Kigali,web,17,2,0
2262099.17,Kigali,atm,6,8,0
1283387.49,Butare,mobile,9,6,0
3028999.26,Nyagatare,mobile,19,5,0
920223.07,Nyagatare,mobile,22,1,0
3953089.06,Kigali,mobile,7,4,0
3556868.82,Kigali,web,6,3,0
3978304.8,International,web,4,2,1
2166570.91,Butare,mobile,0,3,1
2787362.79,International,mobile,21,2,1
514081.82,Butare,mobile,6,1,0
3438384.27,Nyagatare,atm,3,2,0
2434449.98,Butare,mobile,18,5,0
2546436.89,Gisenyi,web,5,4,0
4235037.25,Butare,mobile,18,6,0
3861719.39,Kigali,web,7,5,0
2676195.11,Musanze,web,4,7,0
1775854.08,Kigali,unknown,21,1,0
2232453.99,Kigali,atm,18,2,0
1754142.97,Nyagatare,unknown,16,5,0
758451.28,Butare,web,16,3,0
3229056.99,Kigali,atm,20,1,0
3457729.26,Kigali,pos,4,1,0
4856064.57,Kigali,mobile,16,1,0
2278794.53,Kigali,unknown,5,8,1
4986463.42,Kigali,mobile,8,1,0
935899.38,Rubavu,atm,19,3,0
3283325.85,Rubavu,atm,7,3,0
4973845.83,Kigali,mobile,6,2,0
3201804.68,Butare,unknown,21,1,0
2262123.29,Kigali,unknown,1,4,1
2576503.88,Kigali,web,5,4,0
4227632.94,Gisenyi,mobile,11,1,0
4695582.92,Nyagatare,web,14,1,0
2269905.69,Nyagatare,mobile,0,2,1
3861963.96,Butare,unknown,4,2,0
4668475.26,Kigali,web,5,6,0
1410961.82,Butare,web,23,4,0
2466056.39,Butare,web,14,7,0
4977090.07,Kigali,mobile,3,2,0
1767716.09,Gisenyi,web,11,4,0
3098629.94,Gisenyi,web,18,6,0
3285329.26,Butare,mobile,23,3,0
771165.06,Butare,pos,17,2,0
4033181.82,Nyagatare,mobile,5,3,0
2064796.6,Gisenyi,web,15,3,0
2501866.91,Musanze,mobile,16,3,0
3214390.93,International,mobile,10,2,1
2052718.23,Musanze,web,3,6,0
1625749.79,Nyagatare,mobile,15,2,0
2732380.43,Musanze,mobile,8,3,0
1734251.28,Kigali,pos,22,3,0
2170931.55,Kigali,web,9,1,0
542483.34,Kigali,mobile,12,3,0
4223792.94,Kigali,unknown,3,2,1
2058830.27,Kigali,unknown,13,0,1
414378.65,Musanze,mobile,6,5,0
3950223.74,Kigali,unknown,2,8,1
98616.74,Rubavu,web,19,3,0
2996931.33,Nyagatare,unknown,16,3,0
3513467.47,Kigali,unknown,13,6,1
956456.43,Kigali,web,14,4,0
656731.52,Nyagatare,mobile,0,3,0
569858.2,Kigali,unknown,3,1,0
4966653.29,Kigali,web,0,2,0
3775556.58,Kigali,mobile,17,6,0
1563896.0,Kigali,web,20,0,0
1678120.6,Musanze,web,12,5,0
3243299.46,Gisenyi,unknown,6,4,1
2288630.96,Kigali,pos,17,5,0
1357065.05,Gisenyi,mobile,22,1,0
285954.48,Kigali,mobile,20,3,0
3919376.3,Kigali,mobile,5,0,0
4441185.22,Gisenyi,web,18,3,0
1030193.45,Rubavu,pos,9,2,0
317493.87,Kigali,web,15,3,0
593568.22,Musanze,web,12,3,0
2071589.43,Musanze,mobile,21,2,0
1497091.56,Nyagatare,web,1,2,0
367752.35,Gisenyi,mobile,9,3,0
2274616.29,Kigali,mobile,4,2,0
1019992.55,Rubavu,mobile,4,4,0
335209.42,Kigali,mobile,21,3,0
3289811.73,Kigali,unknown,18,5,1
2862745.21,Musanze,unknown,17,1,0
4132076.29,Nyagatare,atm,18,3,0
1511756.36,Kigali,web,3,3,0
679545.48,Kigali,pos,7,1,0
1801123.69,Gisenyi,unknown,22,2,0
3893645.9,Nyagatare,mobile,11,3,0
1209075.91,Gisenyi,mobile,0,4,0
1275376.75,Musanze,atm,6,3,0
738349.63,Nyagatare,web,2,3,0
4932578.55,Butare,pos,3,4,0
4836565.47,Rubavu,mobile,12,3,0
3290431.67,Rubavu,mobile,10,1,0
1074483.01,Rubavu,web,6,5,0
3832898.41,Butare,mobile,1,2,0
2919875.18,Gisenyi,mobile,20,3,0
3747955.91,Gisenyi,mobile,3,3,0
4302121.6,Gisenyi,mobile,8,4,0
1592712.6,Butare,mobile,8,1,0
4568536.87,Kigali,atm,1,5,1
4492842.37,Rubavu,web,0,5,0
2735878.94,Kigali,web,0,2,1
